"","Pair","Ligand","Ligand.name","Receptor","Receptor.name"
"2001","Ppbp_cxcr1","Ppbp","pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)","Cxcr1","chemokine (C-X-C motif) receptor 1"
"2002","Ppbp_cxcr2","Ppbp","pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)","Cxcr2","chemokine (C-X-C motif) receptor 2"
"2003","Ppbp_darc","Ppbp","pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)","Darc","Duffy blood group, atypical chemokine receptor"
"2004","Ppy_npy1r","Ppy","pancreatic polypeptide","Npy1r","neuropeptide Y receptor Y1"
"2005","Ppy_npy2r","Ppy","pancreatic polypeptide","Npy2r","neuropeptide Y receptor Y2"
"2006","Ppy_npy4r","Ppy","pancreatic polypeptide","Npy4r","neuropeptide Y receptor Y4"
"2007","Ppy_npy5r","Ppy","pancreatic polypeptide","Npy5r","neuropeptide Y receptor Y5"
"2008","Prlh_prlhr","Prlh","prolactin releasing hormone","Prlhr","prolactin releasing hormone receptor"
"2009","Prl_prlr","Prl","prolactin","Prlr","prolactin receptor"
"2010","Prnd_rpsa","Prnd","prion protein 2 (dublet)","Rpsa","ribosomal protein SA"
"2011","Proc_itgam","Proc","protein C (inactivator of coagulation factors Va and VIIIa)","Itgam","integrin, alpha M (complement component 3 receptor 3 subunit)"
"2012","Proc_itgb2","Proc","protein C (inactivator of coagulation factors Va and VIIIa)","Itgb2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
"2013","Proc_procr","Proc","protein C (inactivator of coagulation factors Va and VIIIa)","Procr","protein C receptor, endothelial"
"2014","Proc_thbd","Proc","protein C (inactivator of coagulation factors Va and VIIIa)","Thbd","thrombomodulin"
"2015","Prok1_prokr1","Prok1","prokineticin 1","Prokr1","prokineticin receptor 1"
"2016","Prok1_prokr2","Prok1","prokineticin 1","Prokr2","prokineticin receptor 2"
"2017","Prok2_prokr1","Prok2","prokineticin 2","Prokr1","prokineticin receptor 1"
"2018","Prok2_prokr2","Prok2","prokineticin 2","Prokr2","prokineticin receptor 2"
"2019","Pros1_axl","Pros1","protein S (alpha)","Axl","AXL receptor tyrosine kinase"
"2020","Pros1_tyro3","Pros1","protein S (alpha)","Tyro3","TYRO3 protein tyrosine kinase"
"2021","Prss23_tmem222","Prss23","protease, serine, 23","Tmem222","transmembrane protein 222"
"2022","Psap_cd1b","Psap","prosaposin","Cd1b","CD1b molecule"
"2023","Psap_celsr1","Psap","prosaposin","Celsr1","cadherin, EGF LAG seven-pass G-type receptor 1"
"2024","Psap_gpr37","Psap","prosaposin","Gpr37","G protein-coupled receptor 37 (endothelin receptor type B-like)"
"2025","Psap_gpr37l1","Psap","prosaposin","Gpr37l1","G protein-coupled receptor 37 like 1"
"2026","Psap_lrp1","Psap","prosaposin","Lrp1","low density lipoprotein receptor-related protein 1"
"2027","Psap_sort1","Psap","prosaposin","Sort1","sortilin 1"
"2028","Psen1_cd44","Psen1","presenilin 1","Cd44","CD44 molecule (Indian blood group)"
"2029","Psen1_ncstn","Psen1","presenilin 1","Ncstn","nicastrin"
"2030","Psen1_notch1","Psen1","presenilin 1","Notch1","notch 1"
"2031","Psen1_notch2","Psen1","presenilin 1","Notch2","notch 2"
"2032","Psen1_notch3","Psen1","presenilin 1","Notch3","notch 3"
"2033","Psen1_notch4","Psen1","presenilin 1","Notch4","notch 4"
"2034","Pspn_gfra1","Pspn","persephin","Gfra1","GDNF family receptor alpha 1"
"2035","Pspn_gfra4","Pspn","persephin","Gfra4","GDNF family receptor alpha 4"
"2036","Pspn_ret","Pspn","persephin","Ret","ret proto-oncogene"
"2037","Pspn_sdc3","Pspn","persephin","Sdc3","syndecan 3"
"2038","Ptdss1_jmjd6","Ptdss1","phosphatidylserine synthase 1","Jmjd6","jumonji domain containing 6"
"2039","Ptdss1_scarb1","Ptdss1","phosphatidylserine synthase 1","Scarb1","scavenger receptor class B, member 1"
"2040","Ptgs2_alox5","Ptgs2","prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)","Alox5","arachidonate 5-lipoxygenase"
"2041","Ptgs2_cav1","Ptgs2","prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)","Cav1","caveolin 1, caveolae protein, 22kDa"
"2042","Ptgs2_ptgdr2","Ptgs2","prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)","Ptgdr2","prostaglandin D2 receptor 2"
"2043","Pth2_pth1r","Pth2","parathyroid hormone 2","Pth1r","parathyroid hormone 1 receptor"
"2044","Pth2_pth2r","Pth2","parathyroid hormone 2","Pth2r","parathyroid hormone 2 receptor"
"2045","Pthlh_prlhr","Pthlh","parathyroid hormone-like hormone","Prlhr","prolactin releasing hormone receptor"
"2046","Pthlh_pth1r","Pthlh","parathyroid hormone-like hormone","Pth1r","parathyroid hormone 1 receptor"
"2047","Pthlh_pth2r","Pthlh","parathyroid hormone-like hormone","Pth2r","parathyroid hormone 2 receptor"
"2048","Pth_pth1r","Pth","parathyroid hormone","Pth1r","parathyroid hormone 1 receptor"
"2049","Pth_pth2r","Pth","parathyroid hormone","Pth2r","parathyroid hormone 2 receptor"
"2050","Ptma_vipr1","Ptma","prothymosin, alpha","Vipr1","vasoactive intestinal peptide receptor 1"
"2051","Ptn_alk","Ptn","pleiotrophin","Alk","anaplastic lymphoma receptor tyrosine kinase"
"2052","Ptn_cdh10","Ptn","pleiotrophin","Cdh10","cadherin 10, type 2 (T2-cadherin)"
"2053","Ptn_plxnb2","Ptn","pleiotrophin","Plxnb2","plexin B2"
"2054","Ptn_ptprb","Ptn","pleiotrophin","Ptprb","protein tyrosine phosphatase, receptor type, B"
"2055","Ptn_ptprs","Ptn","pleiotrophin","Ptprs","protein tyrosine phosphatase, receptor type, S"
"2056","Ptn_ptprz1","Ptn","pleiotrophin","Ptprz1","protein tyrosine phosphatase, receptor-type, Z polypeptide 1"
"2057","Ptn_sdc1","Ptn","pleiotrophin","Sdc1","syndecan 1"
"2058","Ptn_sdc3","Ptn","pleiotrophin","Sdc3","syndecan 3"
"2059","Pyy_fap","Pyy","peptide YY","Fap","fibroblast activation protein, alpha"
"2060","Pyy_npy1r","Pyy","peptide YY","Npy1r","neuropeptide Y receptor Y1"
"2061","Pyy_npy2r","Pyy","peptide YY","Npy2r","neuropeptide Y receptor Y2"
"2062","Pyy_npy4r","Pyy","peptide YY","Npy4r","neuropeptide Y receptor Y4"
"2063","Pyy_npy5r","Pyy","peptide YY","Npy5r","neuropeptide Y receptor Y5"
"2064","Qdpr_dysf","Qdpr","quinoid dihydropteridine reductase","Dysf","dysferlin"
"2065","Qrfp_p2ry14","Qrfp","pyroglutamylated RFamide peptide","P2ry14","purinergic receptor P2Y, G-protein coupled, 14"
"2066","Qrfp_qrfpr","Qrfp","pyroglutamylated RFamide peptide","Qrfpr","pyroglutamylated RFamide peptide receptor"
"2067","Raet1e_klrk1","Raet1e","retinoic acid early transcript 1E","Klrk1","killer cell lectin-like receptor subfamily K, member 1"
"2068","Rarres2_ccrl2","Rarres2","retinoic acid receptor responder (tazarotene induced) 2","Ccrl2","chemokine (C-C motif) receptor-like 2"
"2069","Rarres2_cmklr1","Rarres2","retinoic acid receptor responder (tazarotene induced) 2","Cmklr1","chemokine-like receptor 1"
"2070","Rarres2_gpr1","Rarres2","retinoic acid receptor responder (tazarotene induced) 2","Gpr1","G protein-coupled receptor 1"
"2071","Rbp3_notch1","Rbp3","retinol binding protein 3, interstitial","Notch1","notch 1"
"2072","Rbp4_stra6","Rbp4","retinol binding protein 4, plasma","Stra6","stimulated by retinoic acid 6"
"2073","Reln_itga3","Reln","reelin","Itga3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
"2074","Reln_itgb1","Reln","reelin","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"2075","Reln_lrp8","Reln","reelin","Lrp8","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor"
"2076","Reln_vldlr","Reln","reelin","Vldlr","very low density lipoprotein receptor"
"2077","Ren_asic3","Ren","renin","Asic3","acid-sensing (proton-gated) ion channel 3"
"2078","Ren_atp6ap2","Ren","renin","Atp6ap2","ATPase, H+ transporting, lysosomal accessory protein 2"
"2079","Rgma_bmpr1b","Rgma","repulsive guidance molecule family member a","Bmpr1b","bone morphogenetic protein receptor, type IB"
"2080","Rgma_bmpr2","Rgma","repulsive guidance molecule family member a","Bmpr2","bone morphogenetic protein receptor, type II (serine/threonine kinase)"
"2081","Rgma_hfe2","Rgma","repulsive guidance molecule family member a","Hfe2","hemochromatosis type 2 (juvenile)"
"2082","Rgma_neo1","Rgma","repulsive guidance molecule family member a","Neo1","neogenin 1"
"2083","Rgmb_bmpr1b","Rgmb","repulsive guidance molecule family member b","Bmpr1b","bone morphogenetic protein receptor, type IB"
"2084","Rgmb_bmpr2","Rgmb","repulsive guidance molecule family member b","Bmpr2","bone morphogenetic protein receptor, type II (serine/threonine kinase)"
"2085","Rgmb_hfe2","Rgmb","repulsive guidance molecule family member b","Hfe2","hemochromatosis type 2 (juvenile)"
"2086","Rgmb_neo1","Rgmb","repulsive guidance molecule family member b","Neo1","neogenin 1"
"2087","Rims1_cacna1c","Rims1","regulating synaptic membrane exocytosis 1","Cacna1c","calcium channel, voltage-dependent, L type, alpha 1C subunit"
"2088","Rims1_slc17a7","Rims1","regulating synaptic membrane exocytosis 1","Slc17a7","solute carrier family 17 (vesicular glutamate transporter), member 7"
"2089","Rims1_slc18a2","Rims1","regulating synaptic membrane exocytosis 1","Slc18a2","solute carrier family 18 (vesicular monoamine transporter), member 2"
"2090","Rims1_slc18a3","Rims1","regulating synaptic membrane exocytosis 1","Slc18a3","solute carrier family 18 (vesicular acetylcholine transporter), member 3"
"2091","Rims2_abca1","Rims2","regulating synaptic membrane exocytosis 2","Abca1","ATP-binding cassette, sub-family A (ABC1), member 1"
"2092","Rln1_rxfp1","Rln1","relaxin 1","Rxfp1","relaxin/insulin-like family peptide receptor 1"
"2093","Rln1_rxfp2","Rln1","relaxin 1","Rxfp2","relaxin/insulin-like family peptide receptor 2"
"2094","Rln2_rxfp1","Rln2","relaxin 2","Rxfp1","relaxin/insulin-like family peptide receptor 1"
"2095","Rln2_rxfp2","Rln2","relaxin 2","Rxfp2","relaxin/insulin-like family peptide receptor 2"
"2096","Rln3_rxfp1","Rln3","relaxin 3","Rxfp1","relaxin/insulin-like family peptide receptor 1"
"2097","Rln3_rxfp2","Rln3","relaxin 3","Rxfp2","relaxin/insulin-like family peptide receptor 2"
"2098","Rln3_rxfp3","Rln3","relaxin 3","Rxfp3","relaxin/insulin-like family peptide receptor 3"
"2099","Rln3_rxfp4","Rln3","relaxin 3","Rxfp4","relaxin/insulin-like family peptide receptor 4"
"2100","Rnase2_tlr2","Rnase2","ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)","Tlr2","toll-like receptor 2"
"2101","Rph3a_nrxn1","Rph3a","rabphilin 3A homolog (mouse)","Nrxn1","neurexin 1"
"2102","Rps19_c5ar1","Rps19","ribosomal protein S19","C5ar1","complement component 5a receptor 1"
"2103","Rspo1_fzd8","Rspo1","R-spondin 1","Fzd8","frizzled class receptor 8"
"2104","Rspo1_lgr4","Rspo1","R-spondin 1","Lgr4","leucine-rich repeat containing G protein-coupled receptor 4"
"2105","Rspo1_lgr5","Rspo1","R-spondin 1","Lgr5","leucine-rich repeat containing G protein-coupled receptor 5"
"2106","Rspo1_lgr6","Rspo1","R-spondin 1","Lgr6","leucine-rich repeat containing G protein-coupled receptor 6"
"2107","Rspo1_lrp6","Rspo1","R-spondin 1","Lrp6","low density lipoprotein receptor-related protein 6"
"2108","Rspo1_znrf3","Rspo1","R-spondin 1","Znrf3","zinc and ring finger 3"
"2109","Rspo2_lgr4","Rspo2","R-spondin 2","Lgr4","leucine-rich repeat containing G protein-coupled receptor 4"
"2110","Rspo2_lgr5","Rspo2","R-spondin 2","Lgr5","leucine-rich repeat containing G protein-coupled receptor 5"
"2111","Rspo2_lgr6","Rspo2","R-spondin 2","Lgr6","leucine-rich repeat containing G protein-coupled receptor 6"
"2112","Rspo3_fzd8","Rspo3","R-spondin 3","Fzd8","frizzled class receptor 8"
"2113","Rspo3_lgr4","Rspo3","R-spondin 3","Lgr4","leucine-rich repeat containing G protein-coupled receptor 4"
"2114","Rspo3_lgr5","Rspo3","R-spondin 3","Lgr5","leucine-rich repeat containing G protein-coupled receptor 5"
"2115","Rspo3_lgr6","Rspo3","R-spondin 3","Lgr6","leucine-rich repeat containing G protein-coupled receptor 6"
"2116","Rspo3_lrp6","Rspo3","R-spondin 3","Lrp6","low density lipoprotein receptor-related protein 6"
"2117","Rspo3_sdc4","Rspo3","R-spondin 3","Sdc4","syndecan 4"
"2118","Rspo4_lgr4","Rspo4","R-spondin 4","Lgr4","leucine-rich repeat containing G protein-coupled receptor 4"
"2119","Rspo4_lgr5","Rspo4","R-spondin 4","Lgr5","leucine-rich repeat containing G protein-coupled receptor 5"
"2120","Rspo4_lgr6","Rspo4","R-spondin 4","Lgr6","leucine-rich repeat containing G protein-coupled receptor 6"
"2121","Rtn4_cntnap1","Rtn4","reticulon 4","Cntnap1","contactin associated protein 1"
"2122","Rtn4_gjb2","Rtn4","reticulon 4","Gjb2","gap junction protein, beta 2, 26kDa"
"2123","Rtn4_lingo1","Rtn4","reticulon 4","Lingo1","leucine rich repeat and Ig domain containing 1"
"2124","Rtn4_ngfr","Rtn4","reticulon 4","Ngfr","nerve growth factor receptor"
"2125","Rtn4_rtn4r","Rtn4","reticulon 4","Rtn4r","reticulon 4 receptor"
"2126","Rtn4_rtn4rl1","Rtn4","reticulon 4","Rtn4rl1","reticulon 4 receptor-like 1"
"2127","Rtn4_tnfrsf19","Rtn4","reticulon 4","Tnfrsf19","tumor necrosis factor receptor superfamily, member 19"
"2128","S100a8_tlr4","S100a8","S100 calcium binding protein A8","Tlr4","toll-like receptor 4"
"2129","S100a9_tlr4","S100a9","S100 calcium binding protein A9","Tlr4","toll-like receptor 4"
"2130","Saa1_fpr1","Saa1","serum amyloid A1","Fpr1","formyl peptide receptor 1"
"2131","Saa1_fpr2","Saa1","serum amyloid A1","Fpr2","formyl peptide receptor 2"
"2132","Saa1_scarb1","Saa1","serum amyloid A1","Scarb1","scavenger receptor class B, member 1"
"2133","Scgb1a1_lmbr1l","Scgb1a1","secretoglobin, family 1A, member 1 (uteroglobin)","Lmbr1l","limb development membrane protein 1-like"
"2134","Scgb1a1_lrp2","Scgb1a1","secretoglobin, family 1A, member 1 (uteroglobin)","Lrp2","low density lipoprotein receptor-related protein 2"
"2135","Scgb3a1_marco","Scgb3a1","secretoglobin, family 3A, member 1","Marco","macrophage receptor with collagenous structure"
"2136","Scgb3a2_marco","Scgb3a2","secretoglobin, family 3A, member 2","Marco","macrophage receptor with collagenous structure"
"2137","Sct_sctr","Sct","secretin","Sctr","secretin receptor"
"2138","Sct_vipr1","Sct","secretin","Vipr1","vasoactive intestinal peptide receptor 1"
"2139","Sct_vipr2","Sct","secretin","Vipr2","vasoactive intestinal peptide receptor 2"
"2140","Selplg_esam","Selplg","selectin P ligand","Esam","endothelial cell adhesion molecule"
"2141","Selplg_itgam","Selplg","selectin P ligand","Itgam","integrin, alpha M (complement component 3 receptor 3 subunit)"
"2142","Selplg_itgb2","Selplg","selectin P ligand","Itgb2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
"2143","Selplg_sele","Selplg","selectin P ligand","Sele","selectin E"
"2144","Selplg_sell","Selplg","selectin P ligand","Sell","selectin L"
"2145","Selplg_selp","Selplg","selectin P ligand","Selp","selectin P (granule membrane protein 140kDa, antigen CD62)"
"2146","Sema3a_nrp1","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","Nrp1","neuropilin 1"
"2147","Sema3a_nrp2","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","Nrp2","neuropilin 2"
"2148","Sema3a_plxna1","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","Plxna1","plexin A1"
"2149","Sema3a_plxna2","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","Plxna2","plexin A2"
"2150","Sema3a_plxna3","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","Plxna3","plexin A3"
"2151","Sema3a_plxna4","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","Plxna4","plexin A4"
"2152","Sema3b_nrp1","Sema3b","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B","Nrp1","neuropilin 1"
"2153","Sema3b_nrp2","Sema3b","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B","Nrp2","neuropilin 2"
"2154","Sema3c_nrp1","Sema3c","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C","Nrp1","neuropilin 1"
"2155","Sema3c_nrp2","Sema3c","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C","Nrp2","neuropilin 2"
"2156","Sema3c_plxnd1","Sema3c","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C","Plxnd1","plexin D1"
"2157","Sema3d_nrp1","Sema3d","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D","Nrp1","neuropilin 1"
"2158","Sema3e_nrp1","Sema3e","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E","Nrp1","neuropilin 1"
"2159","Sema3e_plxnd1","Sema3e","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E","Plxnd1","plexin D1"
"2160","Sema3f_nrp1","Sema3f","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","Nrp1","neuropilin 1"
"2161","Sema3f_nrp2","Sema3f","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","Nrp2","neuropilin 2"
"2162","Sema3f_plxna1","Sema3f","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","Plxna1","plexin A1"
"2163","Sema3f_plxna3","Sema3f","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","Plxna3","plexin A3"
"2164","Sema3g_nrp2","Sema3g","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G","Nrp2","neuropilin 2"
"2165","Sema4a_plxnd1","Sema4a","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A","Plxnd1","plexin D1"
"2166","Sema4b_dcbld2","Sema4b","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B","Dcbld2","discoidin, CUB and LCCL domain containing 2"
"2167","Sema4c_plxnb2","Sema4c","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C","Plxnb2","plexin B2"
"2168","Sema4d_cd72","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","Cd72","CD72 molecule"
"2169","Sema4d_erbb2","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","Erbb2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2"
"2170","Sema4d_met","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","Met","met proto-oncogene"
"2171","Sema4d_plxnb1","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","Plxnb1","plexin B1"
"2172","Sema4d_plxnb2","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","Plxnb2","plexin B2"
"2173","Sema4f_nrp2","Sema4f","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F","Nrp2","neuropilin 2"
"2174","Sema4g_plxnb2","Sema4g","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G","Plxnb2","plexin B2"
"2175","Sema5a_met","Sema5a","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A","Met","met proto-oncogene"
"2176","Sema5a_plxnb3","Sema5a","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A","Plxnb3","plexin B3"
"2177","Sema6a_plxna2","Sema6a","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A","Plxna2","plexin A2"
"2178","Sema6a_plxna4","Sema6a","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A","Plxna4","plexin A4"
"2179","Sema6d_kdr","Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","Kdr","kinase insert domain receptor (a type III receptor tyrosine kinase)"
"2180","Sema6d_plxna1","Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","Plxna1","plexin A1"
"2181","Sema6d_trem2","Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","Trem2","triggering receptor expressed on myeloid cells 2"
"2182","Sema6d_tyrobp","Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","Tyrobp","TYRO protein tyrosine kinase binding protein"
"2183","Sema7a_itga1","Sema7a","semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)","Itga1","integrin, alpha 1"
"2184","Sema7a_itgb1","Sema7a","semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"2185","Sema7a_plxnc1","Sema7a","semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)","Plxnc1","plexin C1"
"2186","Serpina1_lrp1","Serpina1","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1","Lrp1","low density lipoprotein receptor-related protein 1"
"2187","Serpina7_slc16a2","Serpina7","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7","Slc16a2","solute carrier family 16, member 2 (thyroid hormone transporter)"
"2188","Serpinc1_gpc1","Serpinc1","serpin peptidase inhibitor, clade C (antithrombin), member 1","Gpc1","glypican 1"
"2189","Serpinc1_lrp1","Serpinc1","serpin peptidase inhibitor, clade C (antithrombin), member 1","Lrp1","low density lipoprotein receptor-related protein 1"
"2190","Serpinc1_sdc2","Serpinc1","serpin peptidase inhibitor, clade C (antithrombin), member 1","Sdc2","syndecan 2"
"2191","Serpine1_itgav","Serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","Itgav","integrin, alpha V"
"2192","Serpine1_itgb5","Serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","Itgb5","integrin, beta 5"
"2193","Serpine1_lrp1","Serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","Lrp1","low density lipoprotein receptor-related protein 1"
"2194","Serpine1_lrp2","Serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","Lrp2","low density lipoprotein receptor-related protein 2"
"2195","Serpine1_plaur","Serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","Plaur","plasminogen activator, urokinase receptor"
"2196","Serpine2_lrp1","Serpine2","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2","Lrp1","low density lipoprotein receptor-related protein 1"
"2197","Serping1_lrp1","Serping1","serpin peptidase inhibitor, clade G (C1 inhibitor), member 1","Lrp1","low density lipoprotein receptor-related protein 1"
"2198","Serping1_sele","Serping1","serpin peptidase inhibitor, clade G (C1 inhibitor), member 1","Sele","selectin E"
"2199","Serping1_selp","Serping1","serpin peptidase inhibitor, clade G (C1 inhibitor), member 1","Selp","selectin P (granule membrane protein 140kDa, antigen CD62)"
"2200","Sfrp1_fzd2","Sfrp1","secreted frizzled-related protein 1","Fzd2","frizzled class receptor 2"
"2201","Sfrp1_fzd6","Sfrp1","secreted frizzled-related protein 1","Fzd6","frizzled class receptor 6"
"2202","Sftpa1_tlr2","Sftpa1","surfactant protein A1","Tlr2","toll-like receptor 2"
"2203","Sftpa2_cd93","Sftpa2","surfactant protein A2","Cd93","CD93 molecule"
"2204","Sftpd_ly96","Sftpd","surfactant protein D","Ly96","lymphocyte antigen 96"
"2205","Sftpd_tlr4","Sftpd","surfactant protein D","Tlr4","toll-like receptor 4"
"2206","Shank1_abca1","Shank1","SH3 and multiple ankyrin repeat domains 1","Abca1","ATP-binding cassette, sub-family A (ABC1), member 1"
"2207","Shank1_bai2","Shank1","SH3 and multiple ankyrin repeat domains 1","Bai2","brain-specific angiogenesis inhibitor 2"
"2208","Shank1_lphn1","Shank1","SH3 and multiple ankyrin repeat domains 1","Lphn1","latrophilin 1"
"2209","Shank1_lphn2","Shank1","SH3 and multiple ankyrin repeat domains 1","Lphn2","latrophilin 2"
"2210","Shank1_sstr2","Shank1","SH3 and multiple ankyrin repeat domains 1","Sstr2","somatostatin receptor 2"
"2211","Shbg_cd177","Shbg","sex hormone-binding globulin","Cd177","CD177 molecule"
"2212","Shbg_cldn4","Shbg","sex hormone-binding globulin","Cldn4","claudin 4"
"2213","Shbg_slc37a1","Shbg","sex hormone-binding globulin","Slc37a1","solute carrier family 37 (glucose-6-phosphate transporter), member 1"
"2214","Shh_boc","Shh","sonic hedgehog","Boc","BOC cell adhesion associated, oncogene regulated"
"2215","Shh_cdon","Shh","sonic hedgehog","Cdon","cell adhesion associated, oncogene regulated"
"2216","Shh_gpc5","Shh","sonic hedgehog","Gpc5","glypican 5"
"2217","Shh_hhip","Shh","sonic hedgehog","Hhip","hedgehog interacting protein"
"2218","Shh_lrp2","Shh","sonic hedgehog","Lrp2","low density lipoprotein receptor-related protein 2"
"2219","Shh_ptch1","Shh","sonic hedgehog","Ptch1","patched 1"
"2220","Shh_ptch2","Shh","sonic hedgehog","Ptch2","patched 2"
"2221","Shh_smo","Shh","sonic hedgehog","Smo","smoothened, frizzled class receptor"
"2222","Slit1_gpc1","Slit1","slit homolog 1 (Drosophila)","Gpc1","glypican 1"
"2223","Slit1_robo1","Slit1","slit homolog 1 (Drosophila)","Robo1","roundabout, axon guidance receptor, homolog 1 (Drosophila)"
"2224","Slit1_sdc1","Slit1","slit homolog 1 (Drosophila)","Sdc1","syndecan 1"
"2225","Slit2_dcc","Slit2","slit homolog 2 (Drosophila)","Dcc","deleted in colorectal carcinoma"
"2226","Slit2_gpc1","Slit2","slit homolog 2 (Drosophila)","Gpc1","glypican 1"
"2227","Slit2_robo1","Slit2","slit homolog 2 (Drosophila)","Robo1","roundabout, axon guidance receptor, homolog 1 (Drosophila)"
"2228","Slit2_robo2","Slit2","slit homolog 2 (Drosophila)","Robo2","roundabout, axon guidance receptor, homolog 2 (Drosophila)"
"2229","Slit2_robo4","Slit2","slit homolog 2 (Drosophila)","Robo4","roundabout, axon guidance receptor, homolog 4 (Drosophila)"
"2230","Slit2_sdc1","Slit2","slit homolog 2 (Drosophila)","Sdc1","syndecan 1"
